original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
354,,"IMO: this reads better as:
 
 ```
 
  if (!metricType.equals(""counter"") && !metricType.equals(""rate"")) {
 
  ...
 
 }
 
 ```
 
 But I just noticed we use this convention elsewhere in the file, so please feel free to ignore or fix both.",too long instance,True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,yes,,yes,,,125,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
358,,Changed for this case and elsewhere.,"contributor's comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,no,,,contributor's comment,,125,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
355,,"I would rephrase this:
 
 ```
 
 Other types, deprecated or wrong, will default to a counter/rate type and a warning will be logged.
 
 ```","comment to comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,yes,,yes,,,124,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
359,,Changed.,"comment to comment, contributor's comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,no,,,contributor's comment,,124,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
356,,"I think the warning level is way too verbose, if someone triggers this code path this will be all over the logs.",too long instance,True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,yes,,yes,,,126,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
357,,"That's right, the upside is that it will motivate to fix the issue.
 
 
 
 If we use info, the quantity of output will be same and less visible.
 
 
 
 If we use debug, people won't see it and/or ignore it.","contributor's comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,no,,,contributor's comment,related to discussion starting at line 358,126,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
360,,"@truthbk An alternative is the have an boolean attribute like `this.isInvalidMetricTypeWarningLogged` to log only once:
 
 
 
 ```java
 
  if (!metricType.equals(""counter"")
 
  && !metricType.equals(""rate"")
 
  && !this.isInvalidMetricTypeWarningLogged) {
 
  log.warn(""Invalid metric type "" + metricType + "" for metric "" + metricName
 
  + "". The metric will be processed as rate""
 
  + "" (this is a DEPRECATED behaviour, use a valid type instead)."");
 
  this.isInvalidMetricTypeWarningLogged = true;
 
  }
 
 ```
 
 
 
 WDYT?","contributor's comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,yes,,no,\,related to discussion starting at line 358,126,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
361,,"> it will motivate to fix the issue
 
 
 
 Yeah, that's for sure! 😁 
 
 
 
 But some customers ingest agent logs into the app, and those are billed, so I'm pretty sure we shouldn't log at the warn level. As to adding a flag like that, it could work. Printing it just once might not be enough though, especially with the log rotation. Maybe lowering it to `debug` is enough, or if you want to make it stand out in `warn`, you could maybe use an integer and set a desired frequency to skip, and print every N iterations or something - it would add some overhead, but only for the bad types so maybe not the end of the world.",too long instance,True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,yes,,yes,,related to discussion starting at line 358,126,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
362,,"@truthbk Let's use debug for now then :)
 
 
 
 Changed.","contributor's comment, too long instance",True,sendMetrics,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java,https://github.com/DataDog/jmxfetch/commit/b097d5e824f65e204b612d5317bb95eb47bc9ce9,no,,,contributor's answer,related to discussion starting at line 358,126,src/main/java/org/datadog/jmxfetch/reporter/Reporter.java
363,https://github.com/apache/storm/pull/2852,should we have separate tracker for cleanup failures and `doCleanup()` ?,too long instance,True,launchServer,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java,https://github.com/apache/storm/commit/d7d2c62312d2e3ed73273a88359d1e2f35a0ecbc,yes,,yes,,,2856,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java
364,,My thought was any exception would be worth investigating in any case. I would hope that these issues would be rare. Let me know if you want it more narrowly applied just to mkAssignment.,"contributor's comment, too long instance",True,launchServer,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java,https://github.com/apache/storm/commit/d7d2c62312d2e3ed73273a88359d1e2f35a0ecbc,no,,,contributor's answer,related to comment at line 365,2856,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java
365,,"Yes, let's apply this narrowly to just `mkAssignments`",too long instance,True,launchServer,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java,https://github.com/apache/storm/commit/d7d2c62312d2e3ed73273a88359d1e2f35a0ecbc,yes,,yes,,related to comment at line 366,2856,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java
366,,Do we want to make the change inside `mkAssignments(String scratchTopoId)` so we can count errors during the rebalance command as well?,-,True,mkAssignments,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java,https://github.com/apache/storm/commit/d7d2c62312d2e3ed73273a88359d1e2f35a0ecbc,yes,,yes,,,2169,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java
367,,I can change that.,contributor's comment,True,mkAssignments,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java,https://github.com/apache/storm/commit/d7d2c62312d2e3ed73273a88359d1e2f35a0ecbc,no,,,contributor's answer,,2169,storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java
368,https://github.com/codenvy-legacy/ide/pull/395,Do you really need GWT class?,-,True,addFirstPartWithIconTest,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,yes,,no,"contributor's answer shows why change cannot be applied, reviewer agrees",code was moved to setUp method,312,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
371,,"Yes, I need GWT class, because mock faild in native javascript code which situated inside in getElement() method. It's difficult testcase.",contributor's comment,True,addFirstPartWithIconTest,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,no,,,contributor's answer,related to comment at line 370,312,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
374,,"Probably, You are right.",Irrelevant comment,True,addFirstPartWithIconTest,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,no,,,,related to comment at line 373,312,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
369,,It seems unnecessary line.,"method after empty, method after not found",True,init,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,yes,,yes,,code was moved to setUp method,101,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
372,,"Yes, You are right. I will fix it.","method after empty, contributor's comment, method after not found",True,init,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,no,,,contributor's answer,,101,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
370,,try to use InjectMocks annotation,"method after empty, method after not found",True,init,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,yes,,no,contributor's answer shows why change cannot be applied,code was moved to setUp method,102,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
375,,"It's doesn't work. When I use @InjectMocks, mockito in some test moment, changes one mocks to another and test crashed (It's very strange...). When I use handle instance of presenter all works fine.","method after empty, contributor's comment, method after not found",True,init,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,no,,,contributor's answer,related to comment at line 372,102,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
373,,Check you configuration of IDE,"method befor not found, before = after",True,-,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,yes,,yes,,import statement,42,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
376,,Thank you I fixed code and configuration IDE.,"method befor not found, contributor's comment, before = after",True,-,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java,https://github.com/codenvy-legacy/ide/commit/909dea534b9219b25017c8a9d5ec8ce6f3e02315,no,,,contributor's answer,related to comment at line 375,42,codenvy-ide-core/src/test/java/com/codenvy/ide/part/editor/EditorPartStackPresenterTest.java
377,https://github.com/JetBrains/Arend/pull/172,Why did you do that? That's incorrect.,-,True,visitApp,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,yes,,yes,,,41,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java
380,,This suppresses a NPE when `function == null`,contributor's comment,True,visitApp,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 379,41,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java
383,,`function` cannot be equal `null` and this code is not equivalent to the original. It is incorrect.,-,True,visitApp,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,yes,,yes,,related to discussion starting at line 379,41,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java
386,,"Ok, I'll revet this single change. Note that this warning is shown by IntelliJ, so it might be related to the `function = expr.getFunction().accept(this, NormalizationMode.WHNF);` line",contributor's comment,True,visitApp,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 379,41,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java
392,,"![image](https://user-images.githubusercontent.com/16398479/76269801-7e573300-6249-11ea-9550-0f624534fa57.png)
 
 
 
 ^",contributor's comment,True,visitApp,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 379,41,src/main/java/org/arend/core/expr/visitor/NormalizeVisitor.java
378,,Isn't this import useless?,"method befor not found, before = after",False,-,src/main/java/org/arend/core/expr/visitor/GoodThisParametersVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,yes,,yes,,import statement,3,src/main/java/org/arend/core/expr/visitor/GoodThisParametersVisitor.java
381,,Removed,"method befor not found, contributor's comment, before = after",False,-,src/main/java/org/arend/core/expr/visitor/GoodThisParametersVisitor.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,,,,,,3,src/main/java/org/arend/core/expr/visitor/GoodThisParametersVisitor.java
379,,What's the point of this?,"method befor not found, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,yes,,no,contributor's answer shows why change is not needed,method annotation,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
382,,"Tell IntelliJ's control flow analyzer that this function is pure, so the return value never changes.
 
 Imagine this code:
 
 
 
 ```java
 
 if (a.getBinding() instanceof A) {
 
  ((A) a.getBinding()).someMethodOfA();
 
 }
 
 ```
 
 
 
 IntelliJ will say there's a nullability issue because `getBinding()` returns nullable, even the `instanceof A` implies it's notnull. If we annotate it as pure, IntelliJ will see that the method always return the same result and won't show the error","method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
384,,"I'll continue to add more to help IntelliJ's CFA understand the codebase, and provide better code inspections & suggestions. I also highly recommend you to do so -- this is why I was so urgent on replacing the annotations library. There's extra convenience from our own library 😉","method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
385,,"We can add this contract to almost all methods. I don't like that only this one is annotated. This sort of implies that other such methods are not pure. Also, I don't want to annotate all of them.","method befor not found, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,yes,,no,,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
387,,"We can annotate simple ones, like `isExplicit` or some simple getters (that returns the field directly).","method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
388,,"All of them are ""simple"". They are just getters.","method befor not found, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
389,,"> Also, I don't want to annotate all of them.
 
 
 
 Why?","method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
390,,Do you think it's a burden in maintainability?,"method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
391,,"We can also add the annotation incrementally. When there's a warning to be addressed and it can be fixed by an annotation, we add it.","method befor not found, contributor's comment, before = after",True,-,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java,https://github.com/JetBrains/Arend/commit/9e9cc97e6d7c5fe8f8f1d99cb4f0cff1e7f99d9c,no,,,contributor's answer,related to discussion starting at line 381,8,src/main/java/org/arend/ext/core/expr/CoreReferenceExpression.java
393,https://github.com/Ecwid/consul-api/pull/76,Consistent formatting. This project uses tabs.,"method befor not found, before = after",False,-,src/main/java/com/ecwid/consul/v1/QueryParams.java,https://github.com/Ecwid/consul-api/commit/119c44fcfde78a8ca35d62b1a6e4bcc445d0e4fa,yes,,yes,,inner class,13,src/main/java/com/ecwid/consul/v1/QueryParams.java
394,,"great, I will go back and adjust. Thanks for catching that.","method befor not found, contributor's comment, before = after",False,-,src/main/java/com/ecwid/consul/v1/QueryParams.java,https://github.com/Ecwid/consul-api/commit/119c44fcfde78a8ca35d62b1a6e4bcc445d0e4fa,no,,,contributor's answer,,13,src/main/java/com/ecwid/consul/v1/QueryParams.java
395,https://github.com/vert-x3/vertx-codegen/pull/164,why are the various getters needed on this interface ? I don't see how they are used in the test,"method befor not found, before = after",True,-,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java,https://github.com/vert-x3/vertx-codegen/commit/2cc22a821156fdb8b7a32d14dc1aa288bf31e999,yes,,yes,,abstract method in interface,11,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java
396,,it's a kind of PropertyKind.VALUE,"method befor not found, contributor's comment, before = after",True,-,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java,https://github.com/vert-x3/vertx-codegen/commit/2cc22a821156fdb8b7a32d14dc1aa288bf31e999,no,,,contributor's answer,related to discussion starting at line 397,11,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java
397,,"I mean the getters like getInteger(), what are their use ?","method befor not found, before = after",True,-,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java,https://github.com/vert-x3/vertx-codegen/commit/2cc22a821156fdb8b7a32d14dc1aa288bf31e999,yes,,yes,,related to discussion starting at line 397,11,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java
398,,"yes, it's another way to test, but i got a new way, now i had delete it","method befor not found, contributor's comment, before = after",True,-,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java,https://github.com/vert-x3/vertx-codegen/commit/2cc22a821156fdb8b7a32d14dc1aa288bf31e999,no,,,contributor's answer,related to discussion starting at line 397,11,src/test/java/io/vertx/test/codegen/testdataobject/PropertyKindDataObject.java
399,https://github.com/twitter/ambrose/pull/131,"how about creating the mapper on first request? perhaps we can assume all sub classes have been statically initialized by then, so the subtype list should be complete?","method after empty, method after not found",False,registerSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,yes,,yes,,deleted method,133,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
400,,"static blocks are inside the sub classes themselves, with that, we cannot assume that static initializations are done by the time you first access it. Java will load the classes only when they are needed (unfortunately). Actually, good point, this means that it may not even work - let me write a test to check that.","method after empty, contributor's comment, method after not found",False,registerSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,no,,,contributor's answer,related to comment at line 401,133,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
401,,"and I checked, it does not work :( ... Tried PigJobTest.testFromJson without any other tests and any other initializations - failed.","method after empty, contributor's comment, method after not found",False,registerSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,no,,,contributor's answer,related to comment at line 402,133,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
402,,move this to javadoc on the method itself,"comment to comment, Irrelevant comment",False,newMapper,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,yes,,no,method deleted,inline comment,130,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
403,,use logger,"method after empty, method after not found",False,registerSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,yes,,no,method deleted,,138,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
404,,"heh, now this seems so small a method might as well push it into `newMapper()`","method after empty, method after not found",False,getSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,yes,,yes,method deleted,,141,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
405,,"So with this, any third party `Job` subclass wouldn't get picked up. This okay? For now, seems fine to me.","method after empty, method after not found",False,getSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,no,,,,deleted method,142,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
406,,"Not ideal.
 
 Tested with Dashboard-
 [1788226358@qtp-1105890676-4] INFO org.reflections.Reflections - Reflections took 96 ms to scan 4 urls, producing 28 keys and 56 values 
 [class com.twitter.ambrose.model.hadoop.MapReduceJob, class com.twitter.ambrose.pig.PigJob, class com.twitter.ambrose.cascading.CascadingJob]","method after empty, contributor's comment, method after not found",False,getSubtypes,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java,https://github.com/twitter/ambrose/commit/b899d8acec251444475b2707a940d72b3825da7c,no,,,contributor's answer,,142,common/src/main/java/com/twitter/ambrose/util/JSONUtil.java
407,https://github.com/mulesoft/mule-maven-plugin/pull/197,this two annotations shouldn't be needed anymore,"method befor not found, comment to comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/AbstractGenericMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,86,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/AbstractGenericMojo.java
426,,Done!,"Irrelevant comment, before = after, contributor's comment, method befor not found, comment to comment",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/AbstractGenericMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,86,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/AbstractGenericMojo.java
442,,Done!,"method befor not found, Irrelevant comment, contributor's comment, before = after",True,-,mule-packager/src/main/java/org/mule/tools/api/packager/filter/DependenciesFilter.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,86,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/AbstractGenericMojo.java
408,,this should be annotated with @parameter outside the comment,"method befor not found, comment to comment, Irrelevant comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,47,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
427,,This parameter shouldn't be there so I deleted it,"method befor not found, comment to comment, contributor's comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,47,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
409,,outside the comment,"method befor not found, comment to comment, Irrelevant comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,55,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
410,,outside the comment,"method befor not found, comment to comment, Irrelevant comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,55,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
411,,outside the comment,"method befor not found, comment to comment, Irrelevant comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,55,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
428,,Same here,"empty comment (without stopwords), Irrelevant comment, before = after, contributor's comment, method befor not found, comment to comment",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,55,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
412,,please all @parameter outside the comment section,"method befor not found, comment to comment, Irrelevant comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,83,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
429,,Idem,"Irrelevant comment, before = after, contributor's comment, method befor not found, comment to comment",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,63,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
430,,Idem,"Irrelevant comment, before = after, contributor's comment, method befor not found, comment to comment",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,63,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
431,,Idem,"Irrelevant comment, before = after, contributor's comment, method befor not found, comment to comment",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,63,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/PackageMojo.java
413,,remove this,"method befor not found, comment to comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,45,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java
414,,remove this,"method befor not found, comment to comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,45,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java
415,,remove this,"method befor not found, comment to comment, before = after",True,-,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java,https://github.com/mulesoft/mule-maven-plugin/commit/ea586076778905d6918141fec1d4c574441d2475,,,,,,45,mule-maven-plugin/src/main/java/org/mule/tools/maven/mojo/ProcessResourcesMojo.java
